number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout,params_hidden_size,params_lr,params_n_epochs,params_num_layers,params_seq_len,state
297,0.5657407407407408,2025-11-25 00:10:26.435737,2025-11-25 00:11:00.206688,0 days 00:00:33.770951,16,False,0.4029508456366185,40,0.0014799928163325164,100,,91,COMPLETE
298,0.6322270322270322,2025-11-25 00:10:55.783818,2025-11-25 00:11:30.068654,0 days 00:00:34.284836,16,False,0.4187703808978138,28,0.0006113014001721407,100,,70,COMPLETE
299,0.4443482443482443,2025-11-25 00:11:00.235493,2025-11-25 00:11:34.533260,0 days 00:00:34.297767,16,False,0.4204867533242911,28,0.0006088784065594344,100,,70,COMPLETE
300,0.5673881673881674,2025-11-25 00:11:30.091714,2025-11-25 00:11:41.224909,0 days 00:00:11.133195,64,False,0.302282533013125,28,0.00046983156337654543,100,,70,COMPLETE
301,0.6546296296296297,2025-11-25 00:11:34.563154,2025-11-25 00:11:44.962054,0 days 00:00:10.398900,64,False,0.30490140903563534,40,0.0004569493785576611,100,,91,COMPLETE
302,0.5240740740740741,2025-11-25 00:11:41.250449,2025-11-25 00:11:54.028565,0 days 00:00:12.778116,48,False,0.3389210102141087,20,0.00034217760796793857,100,,91,COMPLETE
303,0.44259259259259265,2025-11-25 00:11:44.988629,2025-11-25 00:11:57.718028,0 days 00:00:12.729399,48,False,0.3528690043898732,20,0.0003609294515296993,100,,91,COMPLETE
304,0.6889369889369891,2025-11-25 00:11:54.055032,2025-11-25 00:12:27.129046,0 days 00:00:33.074014,16,False,0.35468846583625135,40,0.009744843219455573,100,,70,COMPLETE
305,0.6130351130351132,2025-11-25 00:11:57.744544,2025-11-25 00:12:30.673433,0 days 00:00:32.928889,16,False,0.29377903369395825,40,0.0004059295178417718,100,,70,COMPLETE
306,0.5314814814814816,2025-11-25 00:12:27.155564,2025-11-25 00:12:59.204949,0 days 00:00:32.049385,16,False,0.29563523477955783,28,0.0004185110312701568,100,,91,COMPLETE
307,0.3981481481481482,2025-11-25 00:12:30.700481,2025-11-25 00:13:02.818442,0 days 00:00:32.117961,16,False,0.2599727467654836,28,0.001087894226532118,100,,91,COMPLETE
308,0.575925925925926,2025-11-25 00:12:59.231972,2025-11-25 00:13:30.926286,0 days 00:00:31.694314,16,False,0.22453030004945604,16,0.000495151322914187,100,,91,COMPLETE
309,0.5897546897546898,2025-11-25 00:13:02.845465,2025-11-25 00:13:20.621399,0 days 00:00:17.775934,32,False,0.46192449851933937,24,0.0005099304381822993,100,,70,COMPLETE
310,0.42037037037037034,2025-11-25 00:13:20.650230,2025-11-25 00:13:52.831491,0 days 00:00:32.181261,16,False,0.4411390646929098,16,0.0005773458804247941,100,,91,COMPLETE
311,0.5812890812890813,2025-11-25 00:13:30.958109,2025-11-25 00:14:04.212376,0 days 00:00:33.254267,16,False,0.32800960589157147,40,0.000708003485523969,100,,70,COMPLETE
312,0.718951418951419,2025-11-25 00:13:52.857889,2025-11-25 00:14:26.483207,0 days 00:00:33.625318,16,False,0.32718487664252116,24,0.0007112940658397832,100,,70,COMPLETE
313,0.5821067821067821,2025-11-25 00:14:04.237903,2025-11-25 00:14:37.959437,0 days 00:00:33.721534,16,False,0.27854909402603123,24,0.0013344644656079153,100,,70,COMPLETE
314,0.764928193499622,2025-11-25 00:14:26.509730,2025-11-25 00:15:05.503383,0 days 00:00:38.993653,16,True,0.3178645962129483,28,0.0007680201915423824,100,,77,COMPLETE
315,0.7165532879818595,2025-11-25 00:14:37.986770,2025-11-25 00:15:17.689467,0 days 00:00:39.702697,16,True,0.3248162079713339,28,0.0007641992499428718,100,,77,COMPLETE
316,0.673469387755102,2025-11-25 00:15:05.529060,2025-11-25 00:15:17.835435,0 days 00:00:12.306375,64,True,0.322592514007084,40,0.0008079125608550868,100,,77,COMPLETE
317,0.7014361300075586,2025-11-25 00:15:17.714923,2025-11-25 00:15:56.992321,0 days 00:00:39.277398,16,True,0.34128914076047046,40,0.0007703848889521987,100,,77,COMPLETE
318,0.6326530612244897,2025-11-25 00:15:17.862366,2025-11-25 00:15:56.882210,0 days 00:00:39.019844,16,True,0.3386933543945369,40,0.0007306058488699579,100,,77,COMPLETE
319,0.6500377928949357,2025-11-25 00:15:56.910892,2025-11-25 00:16:36.324187,0 days 00:00:39.413295,16,True,0.31297085037023187,32,0.0009075914251244971,100,,77,COMPLETE
320,0.6598639455782312,2025-11-25 00:15:57.071448,2025-11-25 00:16:36.448290,0 days 00:00:39.376842,16,True,0.3152671187490887,28,0.0008850675073015715,100,,77,COMPLETE
321,0.6182539682539683,2025-11-25 00:16:36.349641,2025-11-25 00:17:15.326132,0 days 00:00:38.976491,16,True,0.32528191750564023,28,0.0007930410368890557,100,,84,COMPLETE
322,0.7253968253968255,2025-11-25 00:16:36.489483,2025-11-25 00:17:15.727310,0 days 00:00:39.237827,16,True,0.3199516146195527,28,0.0007437254886894917,100,,84,COMPLETE
323,0.75,2025-11-25 00:17:15.353095,2025-11-25 00:17:44.812238,0 days 00:00:29.459143,16,True,0.32846587806156385,36,0.0007214320516853805,75,,84,COMPLETE
324,0.7087301587301588,2025-11-25 00:17:15.753207,2025-11-25 00:17:27.176609,0 days 00:00:11.423402,48,True,0.3121380433469437,40,0.0007055761979366696,75,,84,COMPLETE
325,0.7103174603174603,2025-11-25 00:17:27.203065,2025-11-25 00:18:06.303079,0 days 00:00:39.100014,16,True,0.30349727130076715,40,0.0008462144328724439,100,,84,COMPLETE
326,0.5818181818181818,2025-11-25 00:17:44.838070,2025-11-25 00:18:14.677765,0 days 00:00:29.839695,16,True,0.33568825161836446,36,0.0006550096943731016,75,,70,COMPLETE
327,0.7373015873015873,2025-11-25 00:18:06.331062,2025-11-25 00:18:17.649012,0 days 00:00:11.317950,48,True,0.3327142424847526,36,0.0006704687936111683,75,,84,COMPLETE
328,0.773015873015873,2025-11-25 00:18:14.703593,2025-11-25 00:18:26.037977,0 days 00:00:11.334384,48,True,0.32991291932045524,32,0.0007218818500649273,75,,84,COMPLETE
329,0.5579365079365078,2025-11-25 00:18:17.674608,2025-11-25 00:18:29.170294,0 days 00:00:11.495686,48,True,0.3175624719329876,36,0.0006734955545759184,75,,84,COMPLETE
330,0.7095238095238096,2025-11-25 00:18:26.068647,2025-11-25 00:18:37.405894,0 days 00:00:11.337247,48,True,0.34792943452681474,32,0.0008369003861576239,75,,84,COMPLETE
331,0.7087301587301588,2025-11-25 00:18:29.196651,2025-11-25 00:18:40.668597,0 days 00:00:11.471946,48,True,0.3480077532777025,32,0.0008052451496070991,75,,84,COMPLETE
332,0.6222222222222222,2025-11-25 00:18:37.435244,2025-11-25 00:18:48.680482,0 days 00:00:11.245238,48,True,0.3081937069916324,32,0.0007577135157833961,75,,84,COMPLETE
333,0.5579365079365078,2025-11-25 00:18:40.696596,2025-11-25 00:18:51.998283,0 days 00:00:11.301687,48,True,0.3106243239415834,32,0.0007330289837458009,75,,84,COMPLETE
334,0.5944444444444444,2025-11-25 00:18:48.706563,2025-11-25 00:19:00.078797,0 days 00:00:11.372234,48,True,0.28742961595184907,32,0.0009999289400479628,75,,84,COMPLETE
335,0.7253968253968255,2025-11-25 00:18:52.020541,2025-11-25 00:19:03.384904,0 days 00:00:11.364363,48,True,0.2864380074688029,36,0.0009867080038741688,75,,84,COMPLETE
336,0.6404761904761905,2025-11-25 00:19:00.110499,2025-11-25 00:19:11.460818,0 days 00:00:11.350319,48,True,0.33592527603919287,36,0.0009013892686098261,75,,84,COMPLETE
337,0.6309523809523809,2025-11-25 00:19:03.410964,2025-11-25 00:19:14.769014,0 days 00:00:11.358050,48,True,0.27868098916474876,36,0.0010956618146786877,75,,84,COMPLETE
338,0.6944444444444445,2025-11-25 00:19:11.487621,2025-11-25 00:19:22.897542,0 days 00:00:11.409921,48,True,0.278420325150892,36,0.0010164633476172304,75,,84,COMPLETE
339,0.7206349206349206,2025-11-25 00:19:14.794024,2025-11-25 00:19:26.341758,0 days 00:00:11.547734,48,True,0.2915893513090396,36,0.0012091573153525965,75,,84,COMPLETE
340,0.765079365079365,2025-11-25 00:19:22.921367,2025-11-25 00:19:34.435434,0 days 00:00:11.514067,48,True,0.29189538079504995,36,0.001154282923293075,75,,84,COMPLETE
341,0.65,2025-11-25 00:19:26.376915,2025-11-25 00:19:37.774801,0 days 00:00:11.397886,48,True,0.2998301545068514,36,0.0009279647306350158,75,,84,COMPLETE
342,0.6579365079365079,2025-11-25 00:19:34.461120,2025-11-25 00:19:45.773586,0 days 00:00:11.312466,48,True,0.2976493254086634,36,0.0011297927634998327,75,,84,COMPLETE
343,0.7611111111111111,2025-11-25 00:19:37.801122,2025-11-25 00:19:48.994949,0 days 00:00:11.193827,48,True,0.26835991228551825,36,0.001149245331242187,75,,84,COMPLETE
344,0.7738095238095238,2025-11-25 00:19:45.794363,2025-11-25 00:19:57.113128,0 days 00:00:11.318765,48,True,0.2625882616572889,36,0.0012950506317594187,75,,84,COMPLETE
345,0.6428571428571429,2025-11-25 00:19:49.039236,2025-11-25 00:20:00.440888,0 days 00:00:11.401652,48,True,0.24202745906483863,36,0.0013010420798865681,75,,84,COMPLETE
346,0.6404761904761905,2025-11-25 00:19:57.141657,2025-11-25 00:20:08.685614,0 days 00:00:11.543957,48,True,0.2450601201339347,36,0.0012954051075191719,75,,84,COMPLETE
347,0.5317460317460317,2025-11-25 00:20:00.470456,2025-11-25 00:20:11.962095,0 days 00:00:11.491639,48,True,0.25249239976996163,36,0.0014806063697087534,75,,84,COMPLETE
348,0.7396825396825397,2025-11-25 00:20:08.712210,2025-11-25 00:20:20.094804,0 days 00:00:11.382594,48,True,0.26360389461248723,36,0.0011957041452634464,75,,84,COMPLETE
349,0.7738095238095238,2025-11-25 00:20:11.988250,2025-11-25 00:20:23.393795,0 days 00:00:11.405545,48,True,0.2662374753822011,36,0.0011907771589018204,75,,84,COMPLETE
350,0.6015873015873017,2025-11-25 00:20:20.121249,2025-11-25 00:20:31.598660,0 days 00:00:11.477411,48,True,0.26771574523600195,36,0.0014303784609751877,75,,84,COMPLETE
351,0.6746031746031745,2025-11-25 00:20:23.422216,2025-11-25 00:20:34.929915,0 days 00:00:11.507699,48,True,0.26600730321261556,36,0.0013737702898778887,75,,84,COMPLETE
352,0.6142857142857143,2025-11-25 00:20:31.628301,2025-11-25 00:20:42.971950,0 days 00:00:11.343649,48,True,0.26144348582526045,36,0.0012924278931792696,75,,84,COMPLETE
353,0.576984126984127,2025-11-25 00:20:34.955426,2025-11-25 00:20:46.360022,0 days 00:00:11.404596,48,True,0.2600777924073093,36,0.001308793971443858,75,,84,COMPLETE
354,0.6531746031746032,2025-11-25 00:20:42.998484,2025-11-25 00:20:54.323200,0 days 00:00:11.324716,48,True,0.2546929021642631,36,0.0015367924621214292,75,,84,COMPLETE
355,0.6396825396825396,2025-11-25 00:20:46.386070,2025-11-25 00:20:57.754800,0 days 00:00:11.368730,48,True,0.2719578140099761,36,0.0016167593585591166,75,,84,COMPLETE
356,0.6182539682539683,2025-11-25 00:20:54.350359,2025-11-25 00:21:05.764838,0 days 00:00:11.414479,48,True,0.2553025994749963,36,0.0012034783594293457,75,,84,COMPLETE
357,0.6492063492063492,2025-11-25 00:20:57.777894,2025-11-25 00:21:09.193615,0 days 00:00:11.415721,48,True,0.2686883676712075,36,0.0011989508422193356,75,,84,COMPLETE
358,0.665079365079365,2025-11-25 00:21:05.791351,2025-11-25 00:21:17.218042,0 days 00:00:11.426691,48,True,0.26866561946795686,36,0.00111558883386372,75,,84,COMPLETE
359,0.7849206349206349,2025-11-25 00:21:09.220426,2025-11-25 00:21:20.787008,0 days 00:00:11.566582,48,True,0.24608311148207762,36,0.0010893505346245497,75,,84,COMPLETE
360,0.6698412698412698,2025-11-25 00:21:17.243054,2025-11-25 00:21:28.928803,0 days 00:00:11.685749,48,True,0.2519521108857827,36,0.0010338393882967775,75,,84,COMPLETE
361,0.7055555555555557,2025-11-25 00:21:20.813716,2025-11-25 00:21:32.392681,0 days 00:00:11.578965,48,True,0.23612832661069613,36,0.0010384427097350588,75,,84,COMPLETE
362,0.5412698412698413,2025-11-25 00:21:28.954094,2025-11-25 00:21:40.371418,0 days 00:00:11.417324,48,True,0.2276648365675885,36,0.0010897870399260482,75,,84,COMPLETE
363,0.6936507936507937,2025-11-25 00:21:32.416308,2025-11-25 00:21:43.947467,0 days 00:00:11.531159,48,True,0.2773176327747529,36,0.0011330620719430225,75,,84,COMPLETE
364,0.6579365079365079,2025-11-25 00:21:40.396041,2025-11-25 00:21:51.762740,0 days 00:00:11.366699,48,True,0.24334750130297106,36,0.0012169823002554014,75,,84,COMPLETE
365,0.6119047619047618,2025-11-25 00:21:43.974446,2025-11-25 00:21:55.383611,0 days 00:00:11.409165,48,True,0.2481585860976912,12,0.007285413229755223,75,,84,COMPLETE
366,0.4611111111111111,2025-11-25 00:21:51.787515,2025-11-25 00:22:03.166557,0 days 00:00:11.379042,48,True,0.24793473889325568,36,0.0056673468342042415,75,,84,COMPLETE
367,0.653968253968254,2025-11-25 00:21:55.409747,2025-11-25 00:22:06.866496,0 days 00:00:11.456749,48,True,0.2652509184722304,36,0.0009352870677291884,75,,84,COMPLETE
368,0.6865079365079364,2025-11-25 00:22:03.194153,2025-11-25 00:22:14.536574,0 days 00:00:11.342421,48,True,0.28483563081474716,36,0.001418197985887544,75,,84,COMPLETE
369,0.746031746031746,2025-11-25 00:22:06.891708,2025-11-25 00:22:18.257208,0 days 00:00:11.365500,48,True,0.2836231870390745,36,0.0014143937138587953,75,,84,COMPLETE
370,0.542063492063492,2025-11-25 00:22:14.564327,2025-11-25 00:22:26.106507,0 days 00:00:11.542180,48,True,0.25898677151783395,36,0.0003776712420052698,75,,84,COMPLETE
371,0.6460317460317461,2025-11-25 00:22:18.282504,2025-11-25 00:22:29.898510,0 days 00:00:11.616006,48,True,0.281042753214,36,0.0013767368604063158,75,,84,COMPLETE
372,0.7134920634920636,2025-11-25 00:22:26.161088,2025-11-25 00:22:37.501693,0 days 00:00:11.340605,48,True,0.2761121759911527,36,0.0013880558640639936,75,,84,COMPLETE
373,0.66984126984127,2025-11-25 00:22:29.928508,2025-11-25 00:22:41.357862,0 days 00:00:11.429354,48,True,0.27052014352020887,36,0.0012455274400063401,75,,84,COMPLETE
374,0.776984126984127,2025-11-25 00:22:37.540619,2025-11-25 00:22:48.701846,0 days 00:00:11.161227,48,True,0.27168749680685395,36,0.0016067552915594852,75,,84,COMPLETE
375,0.6777777777777779,2025-11-25 00:22:41.383887,2025-11-25 00:22:52.774403,0 days 00:00:11.390516,48,True,0.28699035073944756,36,0.0016573591078547234,75,,84,COMPLETE
376,0.6515873015873016,2025-11-25 00:22:48.729174,2025-11-25 00:23:00.023094,0 days 00:00:11.293920,48,True,0.2594088962291882,36,0.0015725138676314016,75,,84,COMPLETE
377,0.6984126984126985,2025-11-25 00:22:52.801287,2025-11-25 00:23:04.153482,0 days 00:00:11.352195,48,True,0.2613776760341454,36,0.001828503285924325,75,,84,COMPLETE
378,0.5206349206349207,2025-11-25 00:23:00.045379,2025-11-25 00:23:11.475615,0 days 00:00:11.430236,48,True,0.27502313224083796,36,0.0021353480468222497,75,,84,COMPLETE
379,0.6904761904761904,2025-11-25 00:23:04.179670,2025-11-25 00:23:15.589647,0 days 00:00:11.409977,48,True,0.2734677348288445,36,0.0023872170813083737,75,,84,COMPLETE
380,0.7214285714285715,2025-11-25 00:23:11.499892,2025-11-25 00:23:22.961155,0 days 00:00:11.461263,48,True,0.28790733096901827,36,0.0011417255227518406,75,,84,COMPLETE
381,0.7531746031746032,2025-11-25 00:23:15.615629,2025-11-25 00:23:27.151051,0 days 00:00:11.535422,48,True,0.2901921990002063,36,0.0019491033924438218,75,,84,COMPLETE
382,0.6373015873015873,2025-11-25 00:23:22.987850,2025-11-25 00:23:34.290234,0 days 00:00:11.302384,48,True,0.2923712028554091,36,0.0017090102061299416,75,,84,COMPLETE
383,0.7095238095238097,2025-11-25 00:23:27.176937,2025-11-25 00:23:38.529373,0 days 00:00:11.352436,48,True,0.2906449120294658,36,0.002023048639759499,75,,84,COMPLETE
384,0.6738095238095237,2025-11-25 00:23:34.316801,2025-11-25 00:23:45.569824,0 days 00:00:11.253023,48,True,0.2808179135614654,36,0.0014620649170536452,75,,84,COMPLETE
385,0.746031746031746,2025-11-25 00:23:38.557376,2025-11-25 00:23:49.789238,0 days 00:00:11.231862,48,True,0.24098872248868178,36,0.0014277014870859655,75,,84,COMPLETE
386,0.7865079365079365,2025-11-25 00:23:45.595592,2025-11-25 00:23:56.970184,0 days 00:00:11.374592,48,True,0.23676192688375552,36,0.0017998193098285747,75,,84,COMPLETE
387,0.7134920634920635,2025-11-25 00:23:49.816622,2025-11-25 00:24:01.252882,0 days 00:00:11.436260,48,True,0.2405685213131159,36,0.0016759684064860257,75,,84,COMPLETE
388,0.6992063492063493,2025-11-25 00:23:56.995916,2025-11-25 00:24:08.428976,0 days 00:00:11.433060,48,True,0.22070550241646583,36,0.0017162814347836586,75,,84,COMPLETE
389,0.6976190476190477,2025-11-25 00:24:01.279537,2025-11-25 00:24:12.795964,0 days 00:00:11.516427,48,True,0.24177623161422723,36,0.002111921459523599,75,,84,COMPLETE
390,0.638095238095238,2025-11-25 00:24:08.456549,2025-11-25 00:24:20.223054,0 days 00:00:11.766505,48,True,0.23144205873595716,36,0.0020829554356900665,75,,84,COMPLETE
391,0.6,2025-11-25 00:24:12.819920,2025-11-25 00:24:24.662091,0 days 00:00:11.842171,48,True,0.23184587705724855,36,0.002347707225716238,75,,84,COMPLETE
392,0.6738095238095237,2025-11-25 00:24:20.248446,2025-11-25 00:24:31.649247,0 days 00:00:11.400801,48,True,0.20543570831608193,36,0.0018964682096313018,75,,84,COMPLETE
393,0.5357142857142857,2025-11-25 00:24:24.691067,2025-11-25 00:24:36.097241,0 days 00:00:11.406174,48,True,0.24744479851607828,36,0.0018202049828416472,75,,84,COMPLETE
394,0.7531746031746032,2025-11-25 00:24:31.686028,2025-11-25 00:24:43.126122,0 days 00:00:11.440094,48,True,0.25704697142340655,36,0.0018657110538369806,75,,84,COMPLETE
395,0.7849206349206349,2025-11-25 00:24:36.124351,2025-11-25 00:24:47.526569,0 days 00:00:11.402218,48,True,0.2605167810768409,36,0.0016110324253294237,75,,84,COMPLETE
396,0.7325396825396825,2025-11-25 00:24:43.151799,2025-11-25 00:24:54.627438,0 days 00:00:11.475639,48,True,0.2141957758344863,36,0.0017566285523027024,75,,84,COMPLETE
397,0.6777777777777777,2025-11-25 00:24:47.552784,2025-11-25 00:24:59.147895,0 days 00:00:11.595111,48,True,0.25010994041826956,36,0.0015706723250221407,75,,84,COMPLETE
398,0.7095238095238096,2025-11-25 00:24:54.655903,2025-11-25 00:25:06.078388,0 days 00:00:11.422485,48,True,0.2560222170830156,36,0.0019592739598429513,75,,84,COMPLETE
399,0.5984126984126984,2025-11-25 00:24:59.173713,2025-11-25 00:25:10.740876,0 days 00:00:11.567163,48,True,0.25590238197255144,36,0.0019489124786855705,75,,84,COMPLETE
400,0.6777777777777777,2025-11-25 00:25:06.104605,2025-11-25 00:25:17.672288,0 days 00:00:11.567683,48,True,0.2322330807828416,36,0.0015283044829177965,75,,84,COMPLETE
401,0.5404761904761904,2025-11-25 00:25:10.782624,2025-11-25 00:25:22.242812,0 days 00:00:11.460188,48,True,0.2641560183403845,36,0.0026127083424079263,75,,84,COMPLETE
402,0.7571428571428571,2025-11-25 00:25:17.698617,2025-11-25 00:25:29.092263,0 days 00:00:11.393646,48,True,0.26309614962344113,36,0.0017458784507725258,75,,84,COMPLETE
403,0.8095238095238096,2025-11-25 00:25:22.267233,2025-11-25 00:25:33.752278,0 days 00:00:11.485045,48,True,0.2404755525462522,36,0.0016987121252516,75,,84,COMPLETE
404,0.6674603174603174,2025-11-25 00:25:29.114447,2025-11-25 00:25:40.511608,0 days 00:00:11.397161,48,True,0.24991183001195721,36,0.0017039079707134271,75,,84,COMPLETE
405,0.6452380952380952,2025-11-25 00:25:33.787428,2025-11-25 00:25:45.208863,0 days 00:00:11.421435,48,True,0.23644607219816505,36,0.001714826446461991,75,,84,COMPLETE
406,0.5944444444444444,2025-11-25 00:25:40.537723,2025-11-25 00:25:52.017772,0 days 00:00:11.480049,48,True,0.23943495316904648,36,0.0017767411460944038,75,,84,COMPLETE
407,0.7722222222222221,2025-11-25 00:25:45.239111,2025-11-25 00:25:56.812371,0 days 00:00:11.573260,48,True,0.240552774552088,36,0.0014986754846332507,75,,84,COMPLETE
408,0.48809523809523814,2025-11-25 00:25:52.042477,2025-11-25 00:26:03.527658,0 days 00:00:11.485181,48,True,0.26364150381562457,36,0.0015536250869282583,75,,84,COMPLETE
409,0.6968253968253969,2025-11-25 00:25:56.839251,2025-11-25 00:26:08.405237,0 days 00:00:11.565986,48,True,0.22092145065971783,36,0.0015485409186728858,75,,84,COMPLETE
410,0.7333333333333334,2025-11-25 00:26:03.554841,2025-11-25 00:26:15.154737,0 days 00:00:11.599896,48,True,0.21837491793315408,36,0.0018906684907476492,75,,84,COMPLETE
411,0.7134920634920635,2025-11-25 00:26:08.431387,2025-11-25 00:26:20.210171,0 days 00:00:11.778784,48,True,0.2414091165181415,36,0.001783165960013385,75,,84,COMPLETE
412,0.6301587301587301,2025-11-25 00:26:15.179345,2025-11-25 00:26:26.954690,0 days 00:00:11.775345,48,True,0.24149000761233103,36,0.0018860458930507224,75,,84,COMPLETE
413,0.7206349206349206,2025-11-25 00:26:20.238690,2025-11-25 00:26:32.473754,0 days 00:00:12.235064,48,True,0.23192475350300543,36,0.0014372892494878898,75,,84,COMPLETE
414,0.8253968253968255,2025-11-25 00:26:26.984903,2025-11-25 00:26:39.330205,0 days 00:00:12.345302,48,True,0.2523771900342565,32,0.0014484986551203565,75,,84,COMPLETE
415,0.7682539682539682,2025-11-25 00:26:32.498836,2025-11-25 00:26:44.202601,0 days 00:00:11.703765,48,True,0.24822506027292973,32,0.0022588044505511763,75,,84,COMPLETE
416,0.6865079365079364,2025-11-25 00:26:39.372199,2025-11-25 00:26:50.658376,0 days 00:00:11.286177,48,True,0.2534706736666052,32,0.001575563016868294,75,,84,COMPLETE
417,0.6785714285714285,2025-11-25 00:26:44.232195,2025-11-25 00:26:55.612878,0 days 00:00:11.380683,48,True,0.25264151365009846,32,0.0021431756803715575,75,,84,COMPLETE
418,0.673015873015873,2025-11-25 00:26:50.687071,2025-11-25 00:27:02.051190,0 days 00:00:11.364119,48,True,0.25599604951519606,32,0.002135205136917237,75,,84,COMPLETE
419,0.0,2025-11-25 00:26:55.639734,2025-11-25 00:27:07.225558,0 days 00:00:11.585824,48,True,0.2279928197229659,32,0.002733161920092061,75,,98,COMPLETE
420,0.5373015873015873,2025-11-25 00:27:02.077811,2025-11-25 00:27:13.520147,0 days 00:00:11.442336,48,True,0.22917753759970935,32,0.001917422758280609,75,,84,COMPLETE
421,0.5857142857142857,2025-11-25 00:27:07.251543,2025-11-25 00:27:18.872500,0 days 00:00:11.620957,48,True,0.24591544850603922,32,0.0024250641373428357,75,,84,COMPLETE
422,0.7214285714285715,2025-11-25 00:27:13.551409,2025-11-25 00:27:25.079762,0 days 00:00:11.528353,48,True,0.266646825172072,32,0.0017157708107919199,75,,84,COMPLETE
423,0.6738095238095237,2025-11-25 00:27:18.901752,2025-11-25 00:27:30.433801,0 days 00:00:11.532049,48,True,0.2680295089628207,32,0.0015973001907506703,75,,84,COMPLETE
424,0.5484126984126985,2025-11-25 00:27:25.105690,2025-11-25 00:27:36.669623,0 days 00:00:11.563933,48,True,0.250104830837072,32,0.0022886899361020028,75,,84,COMPLETE
425,0.6309523809523809,2025-11-25 00:27:30.459628,2025-11-25 00:27:42.148380,0 days 00:00:11.688752,48,True,0.25166704126882095,32,0.0018379314794565408,75,,84,COMPLETE
426,0.6142857142857142,2025-11-25 00:27:36.709872,2025-11-25 00:27:48.233520,0 days 00:00:11.523648,48,True,0.25757100799674243,20,0.0018382488449085032,75,,84,COMPLETE
427,0.7920634920634922,2025-11-25 00:27:42.175049,2025-11-25 00:27:53.635270,0 days 00:00:11.460221,48,True,0.26500482702066464,20,0.0019993275666513573,75,,84,COMPLETE
428,0.3801587301587302,2025-11-25 00:27:48.260062,2025-11-25 00:27:59.757905,0 days 00:00:11.497843,48,True,0.27269836225455263,4,0.001639014781396037,75,,84,COMPLETE
429,0.5936507936507937,2025-11-25 00:27:53.660345,2025-11-25 00:28:05.373649,0 days 00:00:11.713304,48,True,0.26859645424128736,20,0.0021020925738203067,75,,84,COMPLETE
430,0.7769841269841269,2025-11-25 00:27:59.782177,2025-11-25 00:28:11.329895,0 days 00:00:11.547718,48,True,0.2399021437631566,20,0.0013313427401124807,75,,84,COMPLETE
431,0.4904761904761905,2025-11-25 00:28:05.400029,2025-11-25 00:28:17.001724,0 days 00:00:11.601695,48,True,0.08751106145874374,20,0.002764983453548331,75,,84,COMPLETE
432,0.7444444444444445,2025-11-25 00:28:11.355278,2025-11-25 00:28:22.772901,0 days 00:00:11.417623,48,True,0.23543370182890322,20,0.0013258063438622526,75,,84,COMPLETE
433,0.5817460317460318,2025-11-25 00:28:17.026152,2025-11-25 00:28:28.502831,0 days 00:00:11.476679,48,True,0.23649500020008607,20,0.0013117203558653348,75,,84,COMPLETE
434,0.6373015873015874,2025-11-25 00:28:22.800873,2025-11-25 00:28:34.393807,0 days 00:00:11.592934,48,True,0.24541555624919942,20,0.001496844998454887,75,,84,COMPLETE
435,0.6357142857142857,2025-11-25 00:28:28.527341,2025-11-25 00:28:40.237507,0 days 00:00:11.710166,48,True,0.22613454745581563,20,0.0014227295104841382,75,,84,COMPLETE
436,0.6396825396825396,2025-11-25 00:28:34.421356,2025-11-25 00:28:46.017923,0 days 00:00:11.596567,48,True,0.22196357687850132,20,0.0025658005672099466,75,,84,COMPLETE
437,0.0,2025-11-25 00:28:40.263558,2025-11-25 00:28:51.832074,0 days 00:00:11.568516,48,True,0.24608967557122566,20,0.0022695819438727496,75,,98,COMPLETE
438,0.5936507936507937,2025-11-25 00:28:46.049254,2025-11-25 00:28:57.482296,0 days 00:00:11.433042,48,True,0.2589572986396305,20,0.0022021206883753716,75,,84,COMPLETE
439,0.6214285714285714,2025-11-25 00:28:51.859563,2025-11-25 00:29:03.391569,0 days 00:00:11.532006,48,True,0.2634857388079332,16,0.0012762958133888279,75,,84,COMPLETE
440,0.5611111111111111,2025-11-25 00:28:57.508452,2025-11-25 00:29:08.978792,0 days 00:00:11.470340,48,True,0.20815078183533525,16,0.0012590463336102453,75,,84,COMPLETE
441,0.6666666666666666,2025-11-25 00:29:03.417291,2025-11-25 00:29:14.950249,0 days 00:00:11.532958,48,True,0.2696906734448533,20,0.0016120029605557569,75,,84,COMPLETE
442,0.5960317460317461,2025-11-25 00:29:09.003658,2025-11-25 00:29:20.541136,0 days 00:00:11.537478,48,True,0.2432839419201226,32,0.0016103349621617712,75,,84,COMPLETE
443,0.7253968253968254,2025-11-25 00:29:14.978952,2025-11-25 00:29:26.333147,0 days 00:00:11.354195,48,True,0.24223309909667118,20,0.0019684223828478234,75,,84,COMPLETE
444,0.6253968253968254,2025-11-25 00:29:20.568483,2025-11-25 00:29:32.022790,0 days 00:00:11.454307,48,True,0.2747505131728257,20,0.0020357438723031113,75,,84,COMPLETE
445,0.6253968253968254,2025-11-25 00:29:26.364555,2025-11-25 00:29:38.060463,0 days 00:00:11.695908,48,True,0.2772983547321565,20,0.001440780729868125,75,,84,COMPLETE
446,0.6984126984126985,2025-11-25 00:29:32.047526,2025-11-25 00:29:43.566690,0 days 00:00:11.519164,48,True,0.2617952924681269,32,0.0014801778528858458,75,,84,COMPLETE
