pos_prob_mean;retorno_log_merval;retorno_log_dolar;prediccion
0.3776412904262543;-0.00900791678975743;0.0;0.0
0.3776412904262543;-0.010797142828062434;0.004842624475787538;0.0
0.3776412904262543;-0.019287596057099066;-0.004842624475787538;
0.3776412904262543;;;
0.016766138840466738;;;0.0
0.016766138840466738;-0.02195997671236327;0.004842624475787538;1.0
0.1937249810706746;0.02364522121605006;0.02386748140664352;1.0
0.14308389766457758;0.047043647862365034;0.027908788117076533;1.0
0.22233466880529054;0.0023973200980140774;0.0;0.0
0.09806595672853291;-0.005333696141844868;0.018182319083190457;
0.09554296154528856;;;
0.4084486717151271;;;1.0
0.06793386121797892;0.04124846331345999;0.052643733485422395;1.0
0.1318313400959596;0.029261358709451457;0.04184710993550045;0.0
0.12150366380528357;-0.011614796934324545;0.036221263434318196;0.0
0.15383645018285258;-0.03190258546243108;0.003944778291016249;1.0
0.10769186004763469;0.0046345778876411;-0.048396540861850745;
0.10051477544009685;;;
0.49593652598559856;;;0.0
0.1173742005827508;0.0;-0.012474174225175716;1.0
0.31969642573191476;0.03527756902661139;0.004175371410481077;0.0
0.19871048349887133;-0.004890648050777102;0.01652930195121094;1.0
0.19871048349887133;0.04690118301438062;0.0;1.0
0.19871048349887133;0.005103173141240092;-0.004106781952653904;
0.19871048349887133;;;
0.19871048349887133;;;1.0
0.09357364763590423;0.0047307804353486915;0.008196767204178279;0.0
0.06577659454196691;-0.048203203016432994;0.024194728587056957;0.0
0.04525420814752579;-0.006608072361949269;-0.012024192966801017;0.0
0.33744772151112556;-0.04360585419262719;0.0;1.0
0.33744772151112556;0.01024244656071538;0.012024192966801017;
0.09931405847809012;;;
0.05290022981353104;;;1.0
0.10547252535900992;0.03709858455310133;0.011881327886753112;0.0
0.13825492016521507;-0.020349272111259253;0.011741817876683491;1.0
0.08029700225082839;0.014923027433018987;-0.0078125397367943;1.0
0.1169153572165317;0.023391198656977252;-0.03187520853044834;0.0
0.04158902549269525;-0.014328356112139673;0.02794593039055915;
0.016889547663075582;;;
0.25581464916467667;;;
0.046300515403143234;;;0.0
0.14818412281793394;-0.01588796023946415;0.019493794681000765;1.0
0.2185034540016204;0.012146068835319213;-0.0038684767779200158;
0.08925443109021419;;;
0.11103158901609919;;;
0.03583514876663685;;;
0.16613217939933142;;;0.0
0.008888067211955786;-0.013739061803873298;0.022989518224698635;1.0
0.14384196759324128;0.010026411983883321;0.026169717733385056;1.0
0.10831326092089955;0.002449532112933639;0.0;1.0
0.09581564471591264;0.038130694252632935;-0.00740744127786197;0.0
0.15425591023328403;-0.015012468722032324;0.00740744127786197;
0.13941369900175443;;;
0.13941369900175443;;;0.0
0.1467367339758075;-0.010331879403048916;0.02909296094166436;1.0
0.19772814662428573;0.025786883075143763;0.01776245633984086;0.0
0.08483669472237428;-0.020293865276784118;-0.01776245633984086;1.0
0.3635902311652899;0.005738354227462494;0.0;1.0
0.1092236686359953;0.010047049525713447;0.010695289116748441;
0.094872678630054;;;
0.094872678630054;;;1.0
0.15560071106607976;0.008673594395478545;0.014084739881738528;
0.21695390343666077;;;1.0
0.07328789997180658;0.028075514312517313;0.006968669316093745;1.0
0.07328849739860743;0.009227658731509436;0.010362787035546717;1.0
0.1380462941384929;0.005807189412038838;0.02377021933391177;
0.104050716244464;;;
0.051425399440159274;;;0.0
